rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
3897,survey-likert,21,11,645968,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2265,survey-likert,22,12,648235,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2348,survey-likert,23,13,650585,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1698,survey-likert,24,14,652286,pbzttx8g7pb,NA,"{""Q0"":2}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1764,survey-likert,25,15,654052,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2881,survey-likert,26,16,656935,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3631,survey-likert,27,17,660568,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2465,survey-likert,28,18,663035,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1948,survey-likert,29,19,664985,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2680,survey-likert,30,20,667668,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2198,survey-likert,31,21,669868,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1864,survey-likert,32,22,671735,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1731,survey-likert,33,23,673468,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1998,survey-likert,34,24,675468,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
4315,survey-likert,35,25,679785,pbzttx8g7pb,NA,"{""Q0"":2}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2698,survey-likert,36,26,682485,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2148,survey-likert,37,27,684635,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3831,survey-likert,38,28,688468,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2664,survey-likert,39,29,691135,pbzttx8g7pb,NA,"{""Q0"":2}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3215,survey-likert,40,30,694352,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3498,survey-likert,41,31,697852,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3131,survey-likert,42,32,700985,pbzttx8g7pb,NA,"{""Q0"":2}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
7398,survey-likert,43,33,708385,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1998,survey-likert,44,34,710385,pbzttx8g7pb,NA,"{""Q0"":2}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2281,survey-likert,45,35,712668,pbzttx8g7pb,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
3248,survey-likert,46,36,715918,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
2798,survey-likert,47,37,718718,pbzttx8g7pb,NA,"{""Q0"":0}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
1881,survey-likert,48,38,720602,pbzttx8g7pb,NA,"{""Q0"":1}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pbzttx8g7pb_1772139638903.csv,manatee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,This experiment was potentially about working memory and seeing overall how many words we are able to recall right after hearing them.,"I felt okay, my brain is a little overloaded in general due to midterms so I did not feel like I was retaining as much as I could potentially. ",I found the tasks easy. They were explained well and very straight forward.,I did not experience and technical issues.,"No, great job!! :)",FALSE
